timestamp,hs_m,wind_kn,precip_mmhr,sst_c,cloud_pct
2026-05-02T18:00:00+00:00,1.75,14.2,0.03,25.34,45.3
2026-05-02T19:00:00+00:00,1.75,14.5,0.08,25.07,45.3
2026-05-02T20:00:00+00:00,1.76,13.7,0.07,25.04,42.0
2026-05-02T21:00:00+00:00,1.89,15.7,0.09,25.08,39.8
2026-05-02T22:00:00+00:00,1.68,15.3,0.11,25.08,46.7
2026-05-02T23:00:00+00:00,1.59,16.2,0.0,25.0,47.1
2026-05-03T00:00:00+00:00,1.63,15.1,0.06,25.11,43.1
2026-05-03T01:00:00+00:00,1.57,16.0,0.07,25.0,44.8
2026-05-03T02:00:00+00:00,1.69,14.0,0.11,25.29,41.8
2026-05-03T03:00:00+00:00,1.81,16.1,0.16,25.36,44.7
2026-05-03T04:00:00+00:00,1.69,16.5,0.09,25.59,45.2
2026-05-03T05:00:00+00:00,1.82,15.0,0.04,25.76,52.5
2026-05-03T06:00:00+00:00,1.7,15.8,0.14,25.84,43.4
2026-05-03T07:00:00+00:00,1.69,14.9,0.06,25.94,43.1
2026-05-03T08:00:00+00:00,1.69,12.4,0.1,25.9,44.1
2026-05-03T09:00:00+00:00,1.75,15.2,0.13,26.1,33.4
2026-05-03T10:00:00+00:00,1.77,14.3,0.08,25.97,34.0
2026-05-03T11:00:00+00:00,1.6,12.4,0.19,26.16,36.5
2026-05-03T12:00:00+00:00,1.67,12.6,0.11,25.98,33.2
2026-05-03T13:00:00+00:00,1.51,13.3,0.03,25.96,21.0
2026-05-03T14:00:00+00:00,1.37,9.5,0.03,25.81,26.0
2026-05-03T15:00:00+00:00,1.49,9.0,0.11,25.72,22.6
2026-05-03T16:00:00+00:00,1.71,11.1,0.12,25.59,12.4
2026-05-03T17:00:00+00:00,1.59,10.1,0.16,25.44,14.8
2026-05-03T18:00:00+00:00,1.5,9.0,0.05,25.36,20.9
2026-05-03T19:00:00+00:00,1.7,10.2,0.17,25.17,19.4
2026-05-03T20:00:00+00:00,1.47,8.8,0.13,25.08,14.7
2026-05-03T21:00:00+00:00,1.56,6.7,0.04,25.14,20.6
2026-05-03T22:00:00+00:00,1.64,9.2,0.1,25.08,23.2
2026-05-03T23:00:00+00:00,1.56,7.4,0.18,25.13,14.8
2026-05-04T00:00:00+00:00,1.37,9.6,0.19,25.19,31.3
2026-05-04T01:00:00+00:00,1.41,9.9,0.05,25.23,25.1
2026-05-04T02:00:00+00:00,1.42,9.8,0.14,25.4,27.1
2026-05-04T03:00:00+00:00,1.52,9.8,0.08,25.42,28.8
2026-05-04T04:00:00+00:00,1.41,9.9,0.1,25.65,28.4
2026-05-04T05:00:00+00:00,1.37,8.4,0.17,25.76,33.3
2026-05-04T06:00:00+00:00,1.32,8.7,0.1,25.83,33.3
2026-05-04T07:00:00+00:00,1.35,10.7,0.02,25.95,34.7
2026-05-04T08:00:00+00:00,1.39,9.5,0.2,25.98,31.6
2026-05-04T09:00:00+00:00,1.21,7.7,0.15,26.13,30.0
2026-05-04T10:00:00+00:00,1.32,7.3,0.05,26.08,34.3
2026-05-04T11:00:00+00:00,1.22,7.8,0.24,26.04,26.3
2026-05-04T12:00:00+00:00,1.35,5.2,0.12,26.11,35.6
2026-05-04T13:00:00+00:00,1.27,7.0,0.16,26.02,26.9
2026-05-04T14:00:00+00:00,1.2,7.2,0.15,25.79,27.3
2026-05-04T15:00:00+00:00,1.36,6.6,0.05,25.65,23.3
2026-05-04T16:00:00+00:00,1.37,3.1,0.11,25.65,21.7
2026-05-04T17:00:00+00:00,1.45,5.4,0.04,25.5,29.5
2026-05-04T18:00:00+00:00,1.29,3.9,0.12,25.36,26.0
2026-05-04T19:00:00+00:00,1.22,7.3,0.09,25.24,25.8
2026-05-04T20:00:00+00:00,1.25,4.6,0.09,25.17,31.0
2026-05-04T21:00:00+00:00,1.16,4.3,0.1,25.13,42.4
2026-05-04T22:00:00+00:00,1.2,7.5,0.05,25.14,35.6
2026-05-04T23:00:00+00:00,1.24,5.3,0.11,25.04,45.4
2026-05-05T00:00:00+00:00,1.11,8.4,0.07,25.17,41.9
2026-05-05T01:00:00+00:00,1.13,6.8,0.09,25.34,52.1
2026-05-05T02:00:00+00:00,1.09,9.4,0.01,25.33,53.8
2026-05-05T03:00:00+00:00,1.12,8.9,0.11,25.41,52.8
2026-05-05T04:00:00+00:00,1.22,8.0,0.13,25.6,59.0
2026-05-05T05:00:00+00:00,0.99,9.7,0.02,25.74,59.4
2026-05-05T06:00:00+00:00,1.21,9.7,0.12,25.77,59.7
2026-05-05T07:00:00+00:00,1.04,8.1,0.07,25.92,62.0
2026-05-05T08:00:00+00:00,1.08,8.4,0.05,26.01,53.7
2026-05-05T09:00:00+00:00,1.05,7.3,0.11,26.03,62.8
2026-05-05T10:00:00+00:00,1.13,9.4,0.12,26.02,67.4
2026-05-05T11:00:00+00:00,0.98,9.7,0.05,26.07,64.3
2026-05-05T12:00:00+00:00,0.98,8.3,0.07,26.03,60.0
2026-05-05T13:00:00+00:00,1.07,10.2,0.06,25.83,58.4
2026-05-05T14:00:00+00:00,1.21,7.8,0.0,25.84,51.0
2026-05-05T15:00:00+00:00,1.07,9.2,0.17,25.74,60.5
2026-05-05T16:00:00+00:00,1.07,7.9,0.04,25.6,58.3
2026-05-05T17:00:00+00:00,1.08,9.8,0.1,25.46,50.2
2026-05-05T18:00:00+00:00,1.0,8.1,0.12,25.34,58.8
2026-05-05T19:00:00+00:00,1.06,9.2,0.13,25.23,59.6
2026-05-05T20:00:00+00:00,1.06,9.0,0.06,25.05,50.9
2026-05-05T21:00:00+00:00,0.99,10.7,0.08,25.14,60.4
2026-05-05T22:00:00+00:00,1.06,9.2,0.15,25.1,61.2
2026-05-05T23:00:00+00:00,0.98,12.5,0.0,25.09,63.8
2026-05-06T00:00:00+00:00,1.05,10.2,0.11,25.12,66.2
2026-05-06T01:00:00+00:00,1.21,11.0,0.11,25.21,70.0
2026-05-06T02:00:00+00:00,0.95,13.7,0.18,25.27,65.7
2026-05-06T03:00:00+00:00,1.03,15.1,0.04,25.44,73.8
2026-05-06T04:00:00+00:00,1.04,12.9,0.12,25.62,70.8
2026-05-06T05:00:00+00:00,1.08,13.5,0.0,25.66,81.9
2026-05-06T06:00:00+00:00,1.25,15.5,0.09,25.81,77.8
2026-05-06T07:00:00+00:00,1.12,17.0,0.1,25.89,79.8
2026-05-06T08:00:00+00:00,0.98,16.7,0.13,25.85,67.7
2026-05-06T09:00:00+00:00,1.13,14.3,0.01,26.02,63.2
2026-05-06T10:00:00+00:00,1.08,16.7,0.08,26.0,64.1
2026-05-06T11:00:00+00:00,1.03,16.7,0.12,25.93,62.1
2026-05-06T12:00:00+00:00,1.09,16.1,0.13,25.97,58.0
2026-05-06T13:00:00+00:00,1.17,14.6,0.09,25.95,56.6
2026-05-06T14:00:00+00:00,1.11,14.1,0.05,25.8,52.6
2026-05-06T15:00:00+00:00,1.16,12.9,0.1,25.7,51.9
2026-05-06T16:00:00+00:00,1.05,14.7,0.07,25.45,50.8
2026-05-06T17:00:00+00:00,1.19,13.4,0.07,25.26,51.2
2026-05-06T18:00:00+00:00,1.09,15.4,0.12,25.23,47.2
2026-05-06T19:00:00+00:00,1.26,14.8,0.12,25.22,47.9
2026-05-06T20:00:00+00:00,1.23,13.1,0.17,25.04,40.6
2026-05-06T21:00:00+00:00,1.26,14.2,0.11,25.01,38.3
2026-05-06T22:00:00+00:00,1.21,17.5,0.07,24.97,45.9
2026-05-06T23:00:00+00:00,1.26,16.0,0.07,24.98,47.2
2026-05-07T00:00:00+00:00,1.27,16.1,0.19,25.08,43.6
2026-05-07T01:00:00+00:00,1.35,18.8,0.07,25.13,42.5
2026-05-07T02:00:00+00:00,1.31,18.3,0.1,25.22,50.0
2026-05-07T03:00:00+00:00,1.3,18.4,0.06,25.36,53.4
2026-05-07T04:00:00+00:00,1.32,18.1,0.11,25.39,50.6
2026-05-07T05:00:00+00:00,1.32,18.1,0.12,25.66,49.2
2026-05-07T06:00:00+00:00,1.43,20.8,0.14,25.76,40.3
2026-05-07T07:00:00+00:00,1.46,19.6,0.13,25.79,44.7
2026-05-07T08:00:00+00:00,1.33,20.7,0.1,25.98,40.8
2026-05-07T09:00:00+00:00,1.46,18.4,0.1,25.96,41.4
2026-05-07T10:00:00+00:00,1.32,16.0,0.12,25.96,28.9
2026-05-07T11:00:00+00:00,1.47,16.3,0.13,25.79,34.7
2026-05-07T12:00:00+00:00,1.34,16.5,0.15,25.86,26.9
2026-05-07T13:00:00+00:00,1.45,16.9,0.07,25.82,29.9
2026-05-07T14:00:00+00:00,1.49,17.0,0.0,25.69,29.9
2026-05-07T15:00:00+00:00,1.46,13.3,0.18,25.53,18.2
2026-05-07T16:00:00+00:00,1.38,15.5,0.18,25.43,19.5
2026-05-07T17:00:00+00:00,1.46,14.2,0.1,25.31,17.0
2026-05-07T18:00:00+00:00,1.41,14.6,0.11,25.26,16.6
2026-05-07T19:00:00+00:00,1.52,13.6,0.06,25.04,18.4
2026-05-07T20:00:00+00:00,1.55,14.9,0.11,24.96,14.4
2026-05-07T21:00:00+00:00,1.52,12.7,0.07,25.0,20.5
2026-05-07T22:00:00+00:00,1.54,16.3,0.01,24.93,21.9
2026-05-07T23:00:00+00:00,1.67,17.2,0.11,24.91,23.2
2026-05-08T00:00:00+00:00,1.48,13.7,0.08,24.97,9.4
2026-05-08T01:00:00+00:00,1.58,14.2,0.14,24.97,27.7
2026-05-08T02:00:00+00:00,1.63,16.8,0.19,25.21,26.6
2026-05-08T03:00:00+00:00,1.64,15.4,0.2,25.23,26.6
2026-05-08T04:00:00+00:00,1.65,14.4,0.11,25.38,40.1
2026-05-08T05:00:00+00:00,1.62,16.9,0.12,25.58,28.8
2026-05-08T06:00:00+00:00,1.65,15.3,0.14,25.67,37.1
2026-05-08T07:00:00+00:00,1.62,14.5,0.08,25.8,35.7
2026-05-08T08:00:00+00:00,1.57,15.7,0.11,25.76,29.8
2026-05-08T09:00:00+00:00,1.83,12.8,0.08,25.84,35.1
2026-05-08T10:00:00+00:00,1.64,13.7,0.06,25.83,35.0
2026-05-08T11:00:00+00:00,1.76,13.7,0.08,25.87,27.8
2026-05-08T12:00:00+00:00,1.79,12.7,0.19,25.72,31.7
2026-05-08T13:00:00+00:00,1.81,10.8,0.11,25.75,33.9
2026-05-08T14:00:00+00:00,1.65,11.4,0.04,25.76,30.1
2026-05-08T15:00:00+00:00,1.7,10.7,0.16,25.4,25.4
2026-05-08T16:00:00+00:00,1.59,11.2,0.13,25.35,29.3
2026-05-08T17:00:00+00:00,1.72,9.6,0.08,25.21,32.0
2026-05-08T18:00:00+00:00,1.73,8.3,0.15,25.01,29.1
2026-05-08T19:00:00+00:00,1.68,7.8,0.09,24.88,27.6
2026-05-08T20:00:00+00:00,1.66,7.0,0.13,24.87,29.1
2026-05-08T21:00:00+00:00,1.66,7.6,0.11,24.8,36.7
2026-05-08T22:00:00+00:00,1.81,9.0,0.08,24.91,42.8
2026-05-08T23:00:00+00:00,1.82,7.4,0.08,24.86,40.7
2026-05-09T00:00:00+00:00,1.76,8.3,0.1,24.89,43.7
2026-05-09T01:00:00+00:00,1.67,10.4,0.13,24.96,44.9
2026-05-09T02:00:00+00:00,1.64,8.9,0.1,25.01,50.9
2026-05-09T03:00:00+00:00,1.79,8.9,0.11,25.1,55.1
2026-05-09T04:00:00+00:00,1.86,10.8,0.09,25.37,64.3
2026-05-09T05:00:00+00:00,1.76,9.6,0.12,25.48,58.4
2026-05-09T06:00:00+00:00,1.73,8.6,0.13,25.56,60.1
2026-05-09T07:00:00+00:00,1.64,9.0,0.14,25.67,63.1
2026-05-09T08:00:00+00:00,1.71,9.8,0.01,25.74,62.1
2026-05-09T09:00:00+00:00,1.77,7.3,0.11,25.76,59.6
2026-05-09T10:00:00+00:00,1.7,7.5,0.14,25.89,60.6
2026-05-09T11:00:00+00:00,1.83,8.6,0.04,25.76,64.0
2026-05-09T12:00:00+00:00,1.71,8.3,0.04,25.73,55.7
2026-05-09T13:00:00+00:00,1.71,7.4,0.11,25.6,62.1
2026-05-09T14:00:00+00:00,1.73,7.4,0.12,25.52,55.9
2026-05-09T15:00:00+00:00,1.67,7.2,0.03,25.33,54.3
2026-05-09T16:00:00+00:00,1.6,6.8,0.12,25.32,56.9
2026-05-09T17:00:00+00:00,1.81,5.1,0.1,25.11,53.9
2026-05-09T18:00:00+00:00,1.64,4.1,0.08,24.98,60.7
2026-05-09T19:00:00+00:00,1.72,5.7,0.05,24.88,63.2
2026-05-09T20:00:00+00:00,1.76,5.3,0.09,24.79,63.4
2026-05-09T21:00:00+00:00,1.7,4.3,0.15,24.82,65.2
2026-05-09T22:00:00+00:00,1.67,7.4,0.13,24.72,59.3
2026-05-09T23:00:00+00:00,1.62,8.7,0.16,24.69,70.8
2026-05-10T00:00:00+00:00,1.6,8.1,0.07,24.79,67.1
2026-05-10T01:00:00+00:00,1.64,9.9,0.08,24.9,67.6
2026-05-10T02:00:00+00:00,1.71,7.6,0.09,24.97,63.0
2026-05-10T03:00:00+00:00,1.62,10.9,0.15,25.12,70.0
2026-05-10T04:00:00+00:00,1.55,9.3,0.07,25.18,67.1
2026-05-10T05:00:00+00:00,1.56,9.1,0.06,25.35,73.7
2026-05-10T06:00:00+00:00,1.38,8.7,0.0,25.33,69.3
2026-05-10T07:00:00+00:00,1.63,9.1,0.05,25.53,73.1
2026-05-10T08:00:00+00:00,1.67,9.4,0.08,25.73,75.4
2026-05-10T09:00:00+00:00,1.33,10.2,0.02,25.68,66.4
2026-05-10T10:00:00+00:00,1.54,8.0,0.16,25.66,67.7
2026-05-10T11:00:00+00:00,1.51,8.0,0.16,25.63,68.1
2026-05-10T12:00:00+00:00,1.59,10.5,0.04,25.74,60.9
2026-05-10T13:00:00+00:00,1.71,7.7,0.03,25.64,59.0
2026-05-10T14:00:00+00:00,1.43,6.2,0.22,25.5,52.9
2026-05-10T15:00:00+00:00,1.51,8.4,0.07,25.32,45.7
2026-05-10T16:00:00+00:00,1.5,8.3,0.14,25.2,51.1
2026-05-10T17:00:00+00:00,1.3,7.4,0.1,25.08,49.3
2026-05-10T18:00:00+00:00,1.39,7.0,0.06,25.03,48.3
2026-05-10T19:00:00+00:00,1.44,7.4,0.09,24.95,45.8
2026-05-10T20:00:00+00:00,1.32,7.9,0.1,24.73,38.1
2026-05-10T21:00:00+00:00,1.39,11.0,0.11,24.72,39.6
2026-05-10T22:00:00+00:00,1.41,13.7,0.13,24.71,42.1
2026-05-10T23:00:00+00:00,1.45,9.8,0.11,24.72,40.1
2026-05-11T00:00:00+00:00,1.33,13.5,0.05,24.71,51.5
2026-05-11T01:00:00+00:00,1.34,12.8,0.03,24.87,44.4
2026-05-11T02:00:00+00:00,1.27,15.1,0.1,25.02,49.4
2026-05-11T03:00:00+00:00,1.22,12.8,0.21,25.08,44.1
2026-05-11T04:00:00+00:00,1.22,13.8,0.1,25.23,46.6
2026-05-11T05:00:00+00:00,1.21,14.2,0.07,25.51,50.3
2026-05-11T06:00:00+00:00,1.24,17.5,0.02,25.42,52.6
2026-05-11T07:00:00+00:00,1.2,10.4,0.07,25.54,42.3
2026-05-11T08:00:00+00:00,1.05,15.0,0.07,25.64,44.8
2026-05-11T09:00:00+00:00,3.37,31.3,4.87,25.69,67.1
2026-05-11T10:00:00+00:00,3.34,30.1,5.51,25.71,73.0
2026-05-11T11:00:00+00:00,3.5,35.7,5.46,25.66,76.5
2026-05-11T12:00:00+00:00,3.79,36.1,6.2,25.59,75.5
2026-05-11T13:00:00+00:00,3.7,37.2,6.12,25.65,76.1
2026-05-11T14:00:00+00:00,3.95,35.2,7.2,25.45,79.4
2026-05-11T15:00:00+00:00,4.22,35.3,7.57,25.33,77.3
2026-05-11T16:00:00+00:00,4.18,42.0,7.92,25.3,79.4
2026-05-11T17:00:00+00:00,4.4,41.4,7.38,25.02,82.6
2026-05-11T18:00:00+00:00,4.67,41.0,8.19,24.94,77.8
2026-05-11T19:00:00+00:00,4.8,43.3,10.03,24.91,77.8
2026-05-11T20:00:00+00:00,4.87,47.7,9.73,24.86,87.4
2026-05-11T21:00:00+00:00,4.99,50.5,9.66,24.75,91.7
2026-05-11T22:00:00+00:00,4.9,48.7,9.43,24.68,82.0
2026-05-11T23:00:00+00:00,4.55,47.5,8.64,24.78,86.5
2026-05-12T00:00:00+00:00,4.56,48.1,8.77,24.76,86.6
2026-05-12T01:00:00+00:00,4.32,42.6,8.95,24.82,81.0
2026-05-12T02:00:00+00:00,3.91,43.6,7.39,24.94,80.9
2026-05-12T03:00:00+00:00,4.01,42.5,7.91,25.07,79.5
2026-05-12T04:00:00+00:00,3.76,39.2,7.47,25.17,77.4
2026-05-12T05:00:00+00:00,3.72,39.4,6.52,25.34,74.1
2026-05-12T06:00:00+00:00,3.4,39.5,6.16,25.46,78.5
2026-05-12T07:00:00+00:00,3.42,40.4,6.43,25.6,65.6
2026-05-12T08:00:00+00:00,3.17,39.2,6.06,25.63,73.2
2026-05-12T09:00:00+00:00,1.06,16.3,0.08,25.64,31.8
2026-05-12T10:00:00+00:00,1.0,19.2,0.08,25.79,29.7
2026-05-12T11:00:00+00:00,1.12,15.2,0.11,25.73,25.6
2026-05-12T12:00:00+00:00,1.07,15.5,0.0,25.65,33.2
2026-05-12T13:00:00+00:00,0.95,16.9,0.19,25.5,29.0
2026-05-12T14:00:00+00:00,0.94,14.7,0.04,25.38,24.4
2026-05-12T15:00:00+00:00,1.05,16.8,0.06,25.32,27.2
2026-05-12T16:00:00+00:00,1.16,14.9,0.23,25.31,25.3
2026-05-12T17:00:00+00:00,1.03,14.7,0.09,25.09,32.0
2026-05-12T18:00:00+00:00,1.16,15.0,0.0,25.02,31.2
2026-05-12T19:00:00+00:00,1.08,12.8,0.08,24.87,29.4
2026-05-12T20:00:00+00:00,1.07,15.7,0.14,24.83,28.2
2026-05-12T21:00:00+00:00,1.07,13.2,0.06,24.8,32.7
2026-05-12T22:00:00+00:00,1.04,13.5,0.02,24.63,41.7
2026-05-12T23:00:00+00:00,1.22,14.2,0.07,24.82,42.2
2026-05-13T00:00:00+00:00,1.07,15.6,0.11,24.78,48.9
2026-05-13T01:00:00+00:00,1.13,15.2,0.09,24.94,38.7
2026-05-13T02:00:00+00:00,1.07,14.2,0.02,25.05,54.5
2026-05-13T03:00:00+00:00,1.06,14.8,0.07,25.09,54.7
2026-05-13T04:00:00+00:00,1.27,15.4,0.14,25.3,57.3
2026-05-13T05:00:00+00:00,1.14,15.0,0.13,25.39,64.0
2026-05-13T06:00:00+00:00,1.26,16.6,0.12,25.54,66.0
2026-05-13T07:00:00+00:00,1.23,15.9,0.1,25.6,57.3
2026-05-13T08:00:00+00:00,1.18,14.2,0.16,25.75,65.6
2026-05-13T09:00:00+00:00,1.26,14.0,0.2,25.86,70.5
2026-05-13T10:00:00+00:00,1.21,13.7,0.11,25.72,61.8
2026-05-13T11:00:00+00:00,1.26,11.9,0.08,25.66,62.9
2026-05-13T12:00:00+00:00,1.21,11.8,0.05,25.73,58.2
2026-05-13T13:00:00+00:00,1.24,12.0,0.11,25.6,60.7
2026-05-13T14:00:00+00:00,1.23,11.6,0.09,25.49,61.3
2026-05-13T15:00:00+00:00,1.28,11.5,0.05,25.38,63.1
2026-05-13T16:00:00+00:00,1.3,9.1,0.06,25.29,55.7
2026-05-13T17:00:00+00:00,1.25,8.8,0.03,25.15,54.4
2026-05-13T18:00:00+00:00,1.45,9.5,0.08,25.01,59.6
2026-05-13T19:00:00+00:00,1.46,8.8,0.07,25.01,56.0
2026-05-13T20:00:00+00:00,1.26,8.6,0.1,24.91,63.3
2026-05-13T21:00:00+00:00,1.41,8.2,0.17,24.83,63.8
2026-05-13T22:00:00+00:00,1.35,11.0,0.17,24.74,60.3
2026-05-13T23:00:00+00:00,1.31,8.9,0.06,24.79,58.4
2026-05-14T00:00:00+00:00,1.29,9.3,0.1,24.93,68.6
2026-05-14T01:00:00+00:00,1.32,8.8,0.09,24.94,64.9
2026-05-14T02:00:00+00:00,1.48,8.1,0.07,25.08,62.4
2026-05-14T03:00:00+00:00,1.48,10.5,0.13,25.25,76.1
2026-05-14T04:00:00+00:00,1.54,9.6,0.09,25.37,66.7
2026-05-14T05:00:00+00:00,1.46,10.8,0.0,25.49,73.4
2026-05-14T06:00:00+00:00,1.44,9.6,0.09,25.61,67.0
2026-05-14T07:00:00+00:00,1.55,6.4,0.07,25.64,64.9
2026-05-14T08:00:00+00:00,1.57,8.0,0.11,25.94,68.9
2026-05-14T09:00:00+00:00,1.56,6.8,0.11,25.81,62.8
2026-05-14T10:00:00+00:00,1.37,7.9,0.08,25.92,64.6
2026-05-14T11:00:00+00:00,1.51,7.3,0.11,25.83,64.4
2026-05-14T12:00:00+00:00,2.53,17.2,2.94,25.81,72.2
2026-05-14T13:00:00+00:00,2.38,12.4,2.68,25.78,75.3
2026-05-14T14:00:00+00:00,2.53,15.4,2.67,25.57,76.1
2026-05-14T15:00:00+00:00,2.54,16.5,2.79,25.52,74.4
2026-05-14T16:00:00+00:00,2.6,14.5,2.48,25.38,60.0
2026-05-14T17:00:00+00:00,2.48,12.2,2.24,25.2,63.5
2026-05-14T18:00:00+00:00,2.65,15.5,2.58,25.09,66.7
2026-05-14T19:00:00+00:00,2.68,15.9,2.69,24.94,55.6
2026-05-14T20:00:00+00:00,2.2,11.0,3.22,24.89,62.4
2026-05-14T21:00:00+00:00,2.62,12.2,2.96,24.82,63.5
2026-05-14T22:00:00+00:00,2.44,14.4,1.87,24.94,62.2
2026-05-14T23:00:00+00:00,2.66,16.5,2.25,24.89,61.0
2026-05-15T00:00:00+00:00,3.06,16.8,2.61,24.93,61.1
2026-05-15T01:00:00+00:00,3.17,20.7,2.79,25.01,64.0
2026-05-15T02:00:00+00:00,2.78,18.8,3.13,25.07,76.4
2026-05-15T03:00:00+00:00,3.28,24.9,3.01,25.29,74.5
2026-05-15T04:00:00+00:00,3.16,24.6,3.5,25.44,65.5
2026-05-15T05:00:00+00:00,3.43,25.7,4.67,25.7,78.1
2026-05-15T06:00:00+00:00,2.98,22.9,4.74,25.68,73.9
2026-05-15T07:00:00+00:00,3.44,25.5,4.96,25.82,78.0
2026-05-15T08:00:00+00:00,3.46,25.4,5.4,25.95,68.8
2026-05-15T09:00:00+00:00,3.88,28.0,5.05,25.96,62.0
2026-05-15T10:00:00+00:00,3.74,26.6,5.46,25.92,76.1
2026-05-15T11:00:00+00:00,3.97,28.2,6.37,25.94,71.5
2026-05-15T12:00:00+00:00,4.0,27.0,5.37,25.94,70.4
2026-05-15T13:00:00+00:00,3.97,25.2,5.8,25.73,69.2
2026-05-15T14:00:00+00:00,3.78,26.3,5.37,25.78,53.8
2026-05-15T15:00:00+00:00,3.63,23.6,5.58,25.61,60.5
2026-05-15T16:00:00+00:00,3.61,28.4,4.74,25.48,59.1
2026-05-15T17:00:00+00:00,3.3,25.9,4.42,25.31,45.8
2026-05-15T18:00:00+00:00,3.6,24.7,4.34,25.31,45.7
2026-05-15T19:00:00+00:00,3.19,24.9,4.09,25.08,49.9
2026-05-15T20:00:00+00:00,3.51,24.1,3.9,25.02,46.2
2026-05-15T21:00:00+00:00,3.09,18.9,3.19,24.97,41.3
2026-05-15T22:00:00+00:00,3.08,21.3,3.42,24.94,32.3
2026-05-15T23:00:00+00:00,2.8,23.4,3.2,25.0,44.8
2026-05-16T00:00:00+00:00,1.72,12.5,0.18,25.14,27.0
2026-05-16T01:00:00+00:00,1.68,13.3,0.12,25.18,21.9
2026-05-16T02:00:00+00:00,1.66,12.7,0.16,25.19,19.8
2026-05-16T03:00:00+00:00,1.73,14.2,0.11,25.39,23.7
2026-05-16T04:00:00+00:00,1.67,14.0,0.15,25.48,37.6
2026-05-16T05:00:00+00:00,1.71,15.0,0.13,25.63,33.9
2026-05-16T06:00:00+00:00,1.68,16.2,0.16,25.72,33.0
2026-05-16T07:00:00+00:00,1.81,15.4,0.11,25.85,39.5
2026-05-16T08:00:00+00:00,1.66,15.5,0.16,25.93,24.8
2026-05-16T09:00:00+00:00,1.58,16.9,0.21,26.05,26.8
2026-05-16T10:00:00+00:00,1.72,15.5,0.12,25.99,37.6
2026-05-16T11:00:00+00:00,1.66,13.6,0.1,25.94,31.0
2026-05-16T12:00:00+00:00,1.63,14.5,0.04,26.05,34.0
2026-05-16T13:00:00+00:00,1.74,14.1,0.06,25.95,28.2
2026-05-16T14:00:00+00:00,1.54,14.5,0.16,25.9,28.3
2026-05-16T15:00:00+00:00,1.64,12.3,0.08,25.73,22.8
