timestamp,hs_m,wind_kn,precip_mmhr,sst_c,cloud_pct
2026-05-05T02:00:00+00:00,1.09,7.0,0.3,7.17,78.9
2026-05-05T03:00:00+00:00,1.13,8.1,0.32,7.28,86.0
2026-05-05T04:00:00+00:00,2.03,21.9,3.06,7.4,100.0
2026-05-05T05:00:00+00:00,2.56,22.1,3.35,7.55,100.0
2026-05-05T06:00:00+00:00,2.87,24.3,3.88,7.65,100.0
2026-05-05T07:00:00+00:00,2.59,19.7,3.53,7.74,100.0
2026-05-05T08:00:00+00:00,3.05,22.5,3.81,7.79,100.0
2026-05-05T09:00:00+00:00,2.59,26.6,4.62,7.83,100.0
2026-05-05T10:00:00+00:00,2.87,25.3,4.95,7.96,100.0
2026-05-05T11:00:00+00:00,3.03,30.5,5.26,7.83,100.0
2026-05-05T12:00:00+00:00,3.3,28.6,5.73,7.8,100.0
2026-05-05T13:00:00+00:00,3.15,27.4,6.04,7.73,100.0
2026-05-05T14:00:00+00:00,3.15,29.7,6.12,7.61,100.0
2026-05-05T15:00:00+00:00,3.12,28.2,5.95,7.48,100.0
2026-05-05T16:00:00+00:00,3.78,29.6,6.06,7.44,100.0
2026-05-05T17:00:00+00:00,3.54,35.1,6.33,7.36,100.0
2026-05-05T18:00:00+00:00,3.39,28.7,6.13,7.07,100.0
2026-05-05T19:00:00+00:00,3.55,30.5,6.64,7.03,100.0
2026-05-05T20:00:00+00:00,2.98,28.4,5.61,6.92,100.0
2026-05-05T21:00:00+00:00,3.19,32.7,5.75,6.89,100.0
2026-05-05T22:00:00+00:00,2.84,33.0,5.69,6.87,100.0
2026-05-05T23:00:00+00:00,3.23,31.6,5.65,6.83,100.0
2026-05-06T00:00:00+00:00,2.65,28.4,5.0,6.94,100.0
2026-05-06T01:00:00+00:00,2.84,32.1,4.53,6.98,100.0
2026-05-06T02:00:00+00:00,2.75,27.0,4.64,7.15,100.0
2026-05-06T03:00:00+00:00,2.87,29.5,4.99,7.23,100.0
2026-05-06T04:00:00+00:00,2.44,33.6,3.37,7.31,100.0
2026-05-06T05:00:00+00:00,1.06,21.5,0.3,7.45,94.2
2026-05-06T06:00:00+00:00,1.06,20.4,0.29,7.58,95.4
2026-05-06T07:00:00+00:00,1.0,20.0,0.26,7.69,90.5
2026-05-06T08:00:00+00:00,0.99,19.4,0.29,7.83,97.7
2026-05-06T09:00:00+00:00,1.02,21.5,0.3,7.86,84.8
2026-05-06T10:00:00+00:00,0.96,20.7,0.3,7.85,94.0
2026-05-06T11:00:00+00:00,1.0,22.3,0.34,7.8,82.0
2026-05-06T12:00:00+00:00,1.76,30.1,3.06,7.83,95.4
2026-05-06T13:00:00+00:00,1.77,32.0,2.88,7.68,98.0
2026-05-06T14:00:00+00:00,1.57,27.4,2.35,7.53,88.7
2026-05-06T15:00:00+00:00,2.12,28.7,2.57,7.55,95.4
2026-05-06T16:00:00+00:00,2.07,27.7,3.36,7.26,85.6
2026-05-06T17:00:00+00:00,2.33,29.3,2.44,7.13,84.5
2026-05-06T18:00:00+00:00,1.92,31.5,1.94,7.01,84.9
2026-05-06T19:00:00+00:00,2.2,30.4,2.6,6.91,86.8
2026-05-06T20:00:00+00:00,2.26,34.1,2.45,6.87,90.5
2026-05-06T21:00:00+00:00,2.41,30.2,3.54,6.87,89.5
2026-05-06T22:00:00+00:00,2.67,32.2,3.85,6.83,90.2
2026-05-06T23:00:00+00:00,2.82,35.7,3.53,6.83,86.0
2026-05-07T00:00:00+00:00,2.92,37.1,3.76,6.93,88.2
2026-05-07T01:00:00+00:00,2.82,38.3,3.73,6.83,100.0
2026-05-07T02:00:00+00:00,3.12,38.4,4.35,6.95,99.8
2026-05-07T03:00:00+00:00,3.06,41.5,4.15,7.06,97.9
2026-05-07T04:00:00+00:00,3.44,40.5,4.45,7.29,100.0
2026-05-07T05:00:00+00:00,3.43,43.1,5.01,7.47,100.0
2026-05-07T06:00:00+00:00,3.11,43.7,5.26,7.55,100.0
2026-05-07T07:00:00+00:00,3.67,43.2,6.53,7.6,100.0
2026-05-07T08:00:00+00:00,3.37,43.0,5.54,7.63,100.0
2026-05-07T09:00:00+00:00,3.64,43.7,6.29,7.72,100.0
2026-05-07T10:00:00+00:00,3.57,43.1,4.78,7.77,100.0
2026-05-07T11:00:00+00:00,3.16,41.4,5.18,7.78,98.1
2026-05-07T12:00:00+00:00,3.49,40.8,4.97,7.69,86.3
2026-05-07T13:00:00+00:00,3.59,37.4,4.36,7.61,87.0
2026-05-07T14:00:00+00:00,3.32,40.7,5.22,7.47,80.5
2026-05-07T15:00:00+00:00,3.6,38.8,5.03,7.37,76.2
2026-05-07T16:00:00+00:00,3.06,35.2,4.81,7.25,76.8
2026-05-07T17:00:00+00:00,3.29,35.4,3.84,7.08,75.5
2026-05-07T18:00:00+00:00,3.03,33.4,3.43,6.97,66.5
2026-05-07T19:00:00+00:00,3.2,33.7,2.93,6.9,65.2
2026-05-07T20:00:00+00:00,2.97,30.0,3.03,6.79,61.6
2026-05-07T21:00:00+00:00,1.76,24.1,0.28,6.69,47.8
2026-05-07T22:00:00+00:00,1.77,22.0,0.37,6.69,43.8
2026-05-07T23:00:00+00:00,1.72,20.2,0.35,6.76,52.7
2026-05-08T00:00:00+00:00,2.02,19.1,0.33,6.72,48.9
2026-05-08T01:00:00+00:00,1.87,20.5,0.39,6.9,52.4
2026-05-08T02:00:00+00:00,2.01,22.3,0.29,6.97,62.5
2026-05-08T03:00:00+00:00,1.97,21.3,0.32,7.09,48.8
2026-05-08T04:00:00+00:00,1.99,20.7,0.31,7.16,54.3
2026-05-08T05:00:00+00:00,1.86,22.0,0.3,7.24,57.8
2026-05-08T06:00:00+00:00,2.11,20.4,0.3,7.48,58.4
2026-05-08T07:00:00+00:00,2.13,16.6,0.28,7.57,60.7
2026-05-08T08:00:00+00:00,2.05,19.3,0.37,7.66,61.3
2026-05-08T09:00:00+00:00,2.03,19.3,0.23,7.65,52.8
2026-05-08T10:00:00+00:00,2.1,17.9,0.27,7.67,58.9
2026-05-08T11:00:00+00:00,2.17,16.0,0.25,7.54,50.9
2026-05-08T12:00:00+00:00,2.16,14.8,0.35,7.58,52.0
2026-05-08T13:00:00+00:00,4.15,38.0,7.03,7.47,100.0
2026-05-08T14:00:00+00:00,4.73,35.7,6.55,7.33,97.9
2026-05-08T15:00:00+00:00,4.62,39.4,6.28,7.29,99.7
2026-05-08T16:00:00+00:00,4.89,36.3,7.82,7.15,100.0
2026-05-08T17:00:00+00:00,5.07,37.3,7.74,6.96,100.0
2026-05-08T18:00:00+00:00,5.58,37.6,8.58,6.9,100.0
2026-05-08T19:00:00+00:00,5.82,41.0,9.01,6.73,100.0
2026-05-08T20:00:00+00:00,5.87,40.6,9.29,6.68,100.0
2026-05-08T21:00:00+00:00,5.62,39.6,9.31,6.68,100.0
2026-05-08T22:00:00+00:00,5.22,41.2,8.66,6.67,100.0
2026-05-08T23:00:00+00:00,5.32,36.3,8.42,6.68,100.0
2026-05-09T00:00:00+00:00,5.23,37.4,8.01,6.66,100.0
2026-05-09T01:00:00+00:00,5.0,32.5,7.6,6.79,100.0
2026-05-09T02:00:00+00:00,4.74,35.8,7.23,6.87,100.0
2026-05-09T03:00:00+00:00,4.59,31.7,6.61,7.0,100.0
2026-05-09T04:00:00+00:00,4.52,33.1,5.82,7.18,100.0
2026-05-09T05:00:00+00:00,3.96,29.0,5.91,7.21,100.0
2026-05-09T06:00:00+00:00,4.27,26.1,4.96,7.37,100.0
2026-05-09T07:00:00+00:00,4.17,28.1,4.59,7.56,100.0
2026-05-09T08:00:00+00:00,2.15,10.3,0.33,7.48,90.7
2026-05-09T09:00:00+00:00,2.08,6.8,0.27,7.58,88.0
2026-05-09T10:00:00+00:00,2.19,8.8,0.28,7.56,83.7
2026-05-09T11:00:00+00:00,1.98,5.2,0.35,7.63,82.1
2026-05-09T12:00:00+00:00,2.27,7.3,0.3,7.53,88.8
2026-05-09T13:00:00+00:00,2.21,8.3,0.29,7.43,83.1
2026-05-09T14:00:00+00:00,2.11,7.7,0.29,7.37,86.1
2026-05-09T15:00:00+00:00,2.18,7.1,0.25,7.14,78.3
2026-05-09T16:00:00+00:00,2.11,6.3,0.27,7.07,83.3
2026-05-09T17:00:00+00:00,2.06,5.6,0.22,6.84,83.0
2026-05-09T18:00:00+00:00,2.22,5.5,0.23,6.86,77.9
2026-05-09T19:00:00+00:00,2.09,3.4,0.28,6.73,79.9
2026-05-09T20:00:00+00:00,2.06,5.0,0.29,6.64,82.9
2026-05-09T21:00:00+00:00,1.92,9.9,0.25,6.5,82.5
2026-05-09T22:00:00+00:00,2.04,8.7,0.38,6.47,83.3
2026-05-09T23:00:00+00:00,2.09,5.4,0.29,6.55,85.5
2026-05-10T00:00:00+00:00,1.91,8.8,0.28,6.63,89.8
2026-05-10T01:00:00+00:00,1.92,8.7,0.34,6.67,92.2
2026-05-10T02:00:00+00:00,1.78,9.0,0.26,6.87,92.7
2026-05-10T03:00:00+00:00,1.9,8.2,0.23,6.95,97.4
2026-05-10T04:00:00+00:00,1.99,9.4,0.25,7.03,98.2
2026-05-10T05:00:00+00:00,1.76,10.5,0.3,7.08,99.5
2026-05-10T06:00:00+00:00,4.97,33.6,6.92,7.3,100.0
2026-05-10T07:00:00+00:00,4.56,35.3,7.41,7.42,100.0
2026-05-10T08:00:00+00:00,5.21,36.6,7.94,7.43,100.0
2026-05-10T09:00:00+00:00,5.05,40.2,7.75,7.56,100.0
2026-05-10T10:00:00+00:00,5.0,37.0,8.27,7.66,100.0
2026-05-10T11:00:00+00:00,4.52,33.3,7.48,7.55,100.0
2026-05-10T12:00:00+00:00,4.3,33.8,7.01,7.45,100.0
2026-05-10T13:00:00+00:00,4.71,30.4,6.69,7.36,100.0
2026-05-10T14:00:00+00:00,3.8,32.8,6.62,7.23,100.0
2026-05-10T15:00:00+00:00,3.91,33.5,6.13,7.16,100.0
2026-05-10T16:00:00+00:00,3.77,31.9,6.23,7.02,100.0
2026-05-10T17:00:00+00:00,3.64,29.1,6.15,6.88,100.0
2026-05-10T18:00:00+00:00,3.91,27.6,4.94,6.77,100.0
2026-05-10T19:00:00+00:00,3.59,26.6,4.97,6.69,100.0
2026-05-10T20:00:00+00:00,2.99,23.8,3.86,6.54,100.0
2026-05-10T21:00:00+00:00,1.52,13.8,0.3,6.47,62.6
2026-05-10T22:00:00+00:00,1.53,13.4,0.31,6.51,64.8
2026-05-10T23:00:00+00:00,1.47,14.6,0.31,6.55,67.6
2026-05-11T00:00:00+00:00,1.5,16.1,0.29,6.63,68.5
2026-05-11T01:00:00+00:00,1.43,16.4,0.29,6.62,66.6
2026-05-11T02:00:00+00:00,1.4,19.1,0.33,6.65,73.2
2026-05-11T03:00:00+00:00,1.26,19.0,0.34,6.88,76.5
2026-05-11T04:00:00+00:00,1.27,19.9,0.34,7.06,74.4
2026-05-11T05:00:00+00:00,1.35,20.9,0.26,7.06,66.8
2026-05-11T06:00:00+00:00,1.23,21.7,0.28,7.17,76.1
2026-05-11T07:00:00+00:00,1.37,21.7,0.35,7.35,70.1
2026-05-11T08:00:00+00:00,1.3,23.6,0.2,7.46,68.9
2026-05-11T09:00:00+00:00,1.32,22.3,0.29,7.43,62.1
2026-05-11T10:00:00+00:00,1.4,21.5,0.3,7.4,59.6
2026-05-11T11:00:00+00:00,1.14,20.8,0.37,7.52,52.4
2026-05-11T12:00:00+00:00,1.25,19.2,0.26,7.49,66.1
2026-05-11T13:00:00+00:00,1.2,21.2,0.19,7.39,48.2
2026-05-11T14:00:00+00:00,1.21,21.2,0.25,7.28,49.2
2026-05-11T15:00:00+00:00,1.18,22.6,0.29,7.15,48.8
2026-05-11T16:00:00+00:00,1.19,20.5,0.36,6.97,41.9
2026-05-11T17:00:00+00:00,1.02,20.8,0.32,6.89,40.4
2026-05-11T18:00:00+00:00,1.16,21.6,0.38,6.78,44.2
2026-05-11T19:00:00+00:00,0.95,23.8,0.33,6.72,42.3
2026-05-11T20:00:00+00:00,1.27,21.7,0.3,6.6,55.2
2026-05-11T21:00:00+00:00,1.24,24.3,0.33,6.55,44.1
2026-05-11T22:00:00+00:00,0.96,23.6,0.3,6.52,49.7
2026-05-11T23:00:00+00:00,1.1,23.5,0.32,6.48,47.0
2026-05-12T00:00:00+00:00,1.0,25.9,0.3,6.63,47.5
2026-05-12T01:00:00+00:00,1.23,25.5,0.3,6.63,53.0
2026-05-12T02:00:00+00:00,1.0,26.1,0.32,6.72,49.3
2026-05-12T03:00:00+00:00,1.04,26.5,0.32,6.85,52.1
2026-05-12T04:00:00+00:00,0.97,24.9,0.3,7.01,58.5
2026-05-12T05:00:00+00:00,0.93,27.6,0.32,7.14,59.5
2026-05-12T06:00:00+00:00,0.95,22.9,0.32,7.22,58.2
2026-05-12T07:00:00+00:00,0.88,25.2,0.25,7.43,60.1
2026-05-12T08:00:00+00:00,1.07,25.3,0.23,7.39,60.3
2026-05-12T09:00:00+00:00,1.1,27.2,0.35,7.5,62.3
2026-05-12T10:00:00+00:00,1.01,26.0,0.29,7.49,60.7
2026-05-12T11:00:00+00:00,1.05,25.2,0.33,7.58,62.0
2026-05-12T12:00:00+00:00,1.06,26.6,0.28,7.46,60.9
2026-05-12T13:00:00+00:00,1.08,25.0,0.24,7.37,50.6
2026-05-12T14:00:00+00:00,0.98,21.0,0.31,7.25,51.6
2026-05-12T15:00:00+00:00,1.04,24.7,0.27,7.18,53.9
2026-05-12T16:00:00+00:00,0.99,23.1,0.26,6.94,43.2
2026-05-12T17:00:00+00:00,1.08,21.0,0.37,6.98,54.6
2026-05-12T18:00:00+00:00,1.09,23.4,0.2,6.78,56.2
2026-05-12T19:00:00+00:00,1.09,21.3,0.36,6.65,60.0
2026-05-12T20:00:00+00:00,1.16,19.6,0.32,6.57,56.5
2026-05-12T21:00:00+00:00,1.03,22.6,0.32,6.56,58.1
2026-05-12T22:00:00+00:00,1.07,20.8,0.31,6.5,62.4
2026-05-12T23:00:00+00:00,1.1,19.5,0.24,6.51,69.7
2026-05-13T00:00:00+00:00,1.14,19.1,0.3,6.61,74.3
2026-05-13T01:00:00+00:00,1.16,22.0,0.31,6.62,76.1
2026-05-13T02:00:00+00:00,1.03,21.2,0.27,6.81,71.5
2026-05-13T03:00:00+00:00,1.14,20.6,0.21,6.88,86.7
2026-05-13T04:00:00+00:00,1.22,20.8,0.32,7.02,85.4
2026-05-13T05:00:00+00:00,1.03,19.7,0.27,7.22,79.7
2026-05-13T06:00:00+00:00,1.21,20.6,0.25,7.29,87.8
2026-05-13T07:00:00+00:00,1.2,18.9,0.24,7.42,83.8
2026-05-13T08:00:00+00:00,1.12,17.4,0.32,7.53,87.4
2026-05-13T09:00:00+00:00,1.31,19.8,0.37,7.55,85.7
2026-05-13T10:00:00+00:00,1.13,16.5,0.31,7.64,84.2
2026-05-13T11:00:00+00:00,1.37,16.4,0.33,7.61,84.6
2026-05-13T12:00:00+00:00,1.24,14.2,0.27,7.58,83.8
2026-05-13T13:00:00+00:00,1.19,13.9,0.25,7.4,87.8
2026-05-13T14:00:00+00:00,1.33,12.7,0.31,7.4,83.5
2026-05-13T15:00:00+00:00,1.3,15.2,0.29,7.26,77.6
2026-05-13T16:00:00+00:00,1.36,12.7,0.3,7.11,80.5
2026-05-13T17:00:00+00:00,1.41,11.9,0.36,6.97,81.8
2026-05-13T18:00:00+00:00,1.46,11.6,0.27,6.92,83.2
2026-05-13T19:00:00+00:00,1.57,10.2,0.2,6.73,85.0
2026-05-13T20:00:00+00:00,1.55,11.2,0.3,6.65,79.1
2026-05-13T21:00:00+00:00,1.49,11.8,0.27,6.65,82.2
2026-05-13T22:00:00+00:00,1.66,12.2,0.24,6.67,84.3
2026-05-13T23:00:00+00:00,1.75,11.0,0.37,6.67,85.8
2026-05-14T00:00:00+00:00,1.54,11.6,0.41,6.6,89.8
2026-05-14T01:00:00+00:00,1.7,8.7,0.37,6.76,92.4
2026-05-14T02:00:00+00:00,1.69,12.7,0.32,6.89,93.5
2026-05-14T03:00:00+00:00,1.61,10.1,0.25,7.05,92.6
2026-05-14T04:00:00+00:00,1.57,11.8,0.29,7.11,88.8
2026-05-14T05:00:00+00:00,1.79,10.7,0.32,7.31,89.8
2026-05-14T06:00:00+00:00,2.01,9.5,0.32,7.4,95.0
2026-05-14T07:00:00+00:00,1.82,13.0,0.22,7.45,94.6
2026-05-14T08:00:00+00:00,1.79,10.3,0.33,7.59,98.2
2026-05-14T09:00:00+00:00,1.71,7.1,0.32,7.65,88.9
2026-05-14T10:00:00+00:00,1.71,7.8,0.34,7.59,82.2
2026-05-14T11:00:00+00:00,1.87,7.9,0.31,7.7,88.2
2026-05-14T12:00:00+00:00,1.74,6.1,0.29,7.59,79.8
2026-05-14T13:00:00+00:00,1.86,6.7,0.27,7.48,73.6
2026-05-14T14:00:00+00:00,1.75,5.8,0.32,7.45,80.7
2026-05-14T15:00:00+00:00,1.72,8.4,0.31,7.26,76.4
2026-05-14T16:00:00+00:00,1.92,6.9,0.25,7.15,71.1
2026-05-14T17:00:00+00:00,2.12,4.5,0.26,7.04,70.4
2026-05-14T18:00:00+00:00,2.13,2.2,0.28,6.94,66.2
2026-05-14T19:00:00+00:00,2.08,4.2,0.31,6.81,71.5
2026-05-14T20:00:00+00:00,1.95,7.6,0.29,6.69,65.9
2026-05-14T21:00:00+00:00,2.1,4.0,0.33,6.74,75.4
2026-05-14T22:00:00+00:00,1.99,6.0,0.33,6.66,74.1
2026-05-14T23:00:00+00:00,2.02,5.6,0.29,6.73,76.1
2026-05-15T00:00:00+00:00,2.03,7.4,0.23,6.76,71.3
2026-05-15T01:00:00+00:00,2.03,8.3,0.38,6.89,74.9
2026-05-15T02:00:00+00:00,2.2,7.8,0.3,6.91,71.9
2026-05-15T03:00:00+00:00,2.11,8.6,0.27,7.11,74.4
2026-05-15T04:00:00+00:00,2.22,11.3,0.27,7.19,69.4
2026-05-15T05:00:00+00:00,2.03,9.5,0.23,7.32,68.3
2026-05-15T06:00:00+00:00,2.19,11.1,0.27,7.45,64.6
2026-05-15T07:00:00+00:00,2.22,9.6,0.31,7.54,77.8
2026-05-15T08:00:00+00:00,2.04,10.2,0.3,7.67,71.9
2026-05-15T09:00:00+00:00,2.1,7.6,0.33,7.69,74.8
2026-05-15T10:00:00+00:00,2.09,10.2,0.23,7.77,60.7
2026-05-15T11:00:00+00:00,2.21,11.5,0.24,7.7,56.5
2026-05-15T12:00:00+00:00,2.26,10.8,0.29,7.63,53.9
2026-05-15T13:00:00+00:00,2.23,11.6,0.44,7.63,45.5
2026-05-15T14:00:00+00:00,2.19,10.0,0.31,7.51,49.4
2026-05-15T15:00:00+00:00,2.17,12.0,0.3,7.26,46.0
2026-05-15T16:00:00+00:00,2.17,11.9,0.37,7.25,41.6
2026-05-15T17:00:00+00:00,2.09,12.3,0.35,7.12,52.1
2026-05-15T18:00:00+00:00,2.08,10.6,0.16,7.07,44.1
2026-05-15T19:00:00+00:00,2.2,14.9,0.31,6.91,50.4
2026-05-15T20:00:00+00:00,2.37,12.3,0.36,6.87,41.5
2026-05-15T21:00:00+00:00,2.1,13.0,0.3,6.83,49.7
2026-05-15T22:00:00+00:00,2.32,14.8,0.35,6.77,45.9
2026-05-15T23:00:00+00:00,2.12,17.7,0.31,6.83,46.8
2026-05-16T00:00:00+00:00,2.03,16.5,0.27,6.87,45.2
2026-05-16T01:00:00+00:00,2.25,15.9,0.25,7.04,47.9
2026-05-16T02:00:00+00:00,2.02,17.4,0.32,7.09,54.0
2026-05-16T03:00:00+00:00,2.25,18.8,0.27,7.27,52.0
2026-05-16T04:00:00+00:00,2.14,19.5,0.3,7.34,54.7
2026-05-16T05:00:00+00:00,2.17,20.3,0.25,7.44,53.6
2026-05-16T06:00:00+00:00,2.18,20.1,0.33,7.57,56.5
2026-05-16T07:00:00+00:00,2.08,19.9,0.25,7.65,67.4
2026-05-16T08:00:00+00:00,2.07,20.6,0.34,7.7,67.1
2026-05-16T09:00:00+00:00,2.1,21.4,0.28,7.84,55.4
2026-05-16T10:00:00+00:00,1.98,20.0,0.31,7.85,60.2
2026-05-16T11:00:00+00:00,1.96,20.7,0.3,7.92,54.5
2026-05-16T12:00:00+00:00,1.98,19.7,0.28,7.82,61.7
2026-05-16T13:00:00+00:00,1.97,22.8,0.33,7.71,61.0
2026-05-16T14:00:00+00:00,2.1,22.6,0.32,7.61,54.1
2026-05-16T15:00:00+00:00,2.09,21.6,0.41,7.49,52.9
