date,work_order_id,platform,vehicle_id,environment,optempo,magtf_size,nsn,part_name,qty_consumed,subsystem
2026-01-26,WO-260126-00015,MTVR,MTVR-0296,maritime,high,MEB,2815-01-556-2498,headlight assembly (MTVR),14,electrical
2026-01-26,WO-260126-00016,MTVR,MTVR-0010,maritime,high,MEB,2805-01-686-0165,lug nut set (MTVR),12,tires
2026-01-26,WO-260126-00017,MTVR,MTVR-0061,maritime,high,MEB,2510-01-432-0204,ABS sensor (MTVR),3,brakes
2026-01-26,WO-260126-00018,MTVR,MTVR-0132,maritime,high,MEB,2540-01-428-0563,brake line (MTVR),3,brakes
2026-01-26,WO-260126-00019,MTVR,MTVR-0081,maritime,high,MEB,1240-01-546-5686,wheel bearing (MTVR),1,tires
2026-01-26,WO-260126-00020,MTVR,MTVR-0150,maritime,high,MEB,2540-01-351-8514,headlight assembly (MTVR),10,electrical
2026-01-26,WO-260126-00021,MTVR,MTVR-0256,maritime,high,MEB,2805-01-780-2990,tire valve stem (MTVR),11,tires
2026-01-26,WO-260126-00022,MTVR,MTVR-0027,maritime,high,MEB,2815-01-020-3391,fuel pump (MTVR),7,engine
2026-01-26,WO-260126-00023,MTVR,MTVR-0246,maritime,high,MEB,1015-01-416-0514,wheel bearing (MTVR),4,tires
2026-01-26,WO-260126-00024,MTVR,MTVR-0170,maritime,high,MEB,2920-01-384-1318,alternator (MTVR),6,engine
2026-01-26,WO-260126-00025,MTVR,MTVR-0230,maritime,high,MEB,2920-01-285-0146,water pump (MTVR),7,engine
2026-01-26,WO-260126-00026,MTVR,MTVR-0067,maritime,high,MEB,2920-01-524-7642,hydraulic pump (MTVR),3,hydraulics
2026-01-26,WO-260126-00027,MTVR,MTVR-0125,maritime,high,MEB,4720-01-054-5652,shift solenoid (MTVR),2,transmission
2026-01-26,WO-260126-00028,MTVR,MTVR-0116,maritime,high,MEB,2520-01-318-7485,brake caliper (MTVR),9,brakes
2026-01-26,WO-260126-00029,MTVR,MTVR-0103,maritime,high,MEB,2805-01-124-3931,hydraulic filter (MTVR),6,hydraulics
2026-01-26,WO-260126-00030,MTVR,MTVR-0315,maritime,high,MEB,6135-01-537-1664,actuator cylinder (MTVR),6,hydraulics
2026-01-26,WO-260126-00031,MTVR,MTVR-0062,maritime,high,MEB,1015-01-394-5081,brake pad set (MTVR),13,brakes
2026-01-26,WO-260126-00032,MTVR,MTVR-0040,maritime,high,MEB,4720-01-670-7503,hydraulic filter (MTVR),6,hydraulics
2026-01-26,WO-260126-00033,MTVR,MTVR-0046,maritime,high,MEB,2815-01-184-0030,headlight assembly (MTVR),2,electrical
2026-01-26,WO-260126-00034,MTVR,MTVR-0242,maritime,high,MEB,2930-01-671-5184,torque converter (MTVR),4,transmission
2026-01-26,WO-260126-00035,LAV,LAV-0028,maritime,high,MEB,1015-01-728-4188,extractor assembly (LAV),1,weapons
2026-01-26,WO-260126-00036,LAV,LAV-0070,maritime,high,MEB,1240-01-908-2286,ignition coil (LAV),1,electrical
2026-01-26,WO-260126-00037,LAV,LAV-0031,maritime,high,MEB,5340-01-486-4362,EGR valve (LAV),3,engine
2026-01-26,WO-260126-00038,LAV,LAV-0045,maritime,high,MEB,4720-01-241-9888,voltage regulator (LAV),3,electrical
2026-01-26,WO-260126-00039,LAV,LAV-0038,maritime,high,MEB,1240-01-436-2591,fuel injector (LAV),2,engine
2026-01-26,WO-260126-00040,LAV,LAV-0020,maritime,high,MEB,2520-01-515-7373,oil cooler (LAV),2,engine
2026-01-26,WO-260126-00041,LAV,LAV-0075,maritime,high,MEB,1015-01-195-6632,clutch pack (LAV),3,transmission
2026-01-26,WO-260126-00042,LAV,LAV-0015,maritime,high,MEB,5895-01-361-8441,barrel assembly M242 (LAV),5,weapons
2026-01-26,WO-260126-00043,LAV,LAV-0002,maritime,high,MEB,1240-01-389-1011,torque converter (LAV),2,transmission
2026-01-26,WO-260126-00044,LAV,LAV-0039,maritime,high,MEB,5340-01-007-8942,EGR valve (LAV),1,engine
2026-01-26,WO-260126-00045,LAV,LAV-0011,maritime,high,MEB,2510-01-548-8057,oil cooler (LAV),1,engine
2026-01-26,WO-260126-00046,LAV,LAV-0010,maritime,high,MEB,1240-01-525-1586,starter motor (LAV),1,engine
2026-01-26,WO-260126-00047,LAV,LAV-0038,maritime,high,MEB,2930-01-974-7358,elevation gear (LAV),2,turret
2026-01-26,WO-260126-00048,LAV,LAV-0079,maritime,high,MEB,2520-01-133-2914,elevation gear (LAV),5,turret
2026-01-26,WO-260126-00049,LAV,LAV-0017,maritime,high,MEB,2805-01-042-4953,tire 12.00R20 (LAV),5,wheels
2026-01-26,WO-260126-00050,LAV,LAV-0043,maritime,high,MEB,2510-01-923-8946,wheel hub assembly (LAV),1,wheels
2026-01-26,WO-260126-00051,LAV,LAV-0009,maritime,high,MEB,5340-01-143-9017,ECM module (LAV),3,electrical
2026-01-26,WO-260126-00052,LAV,LAV-0028,maritime,high,MEB,2920-01-349-6679,transfer case seal (LAV),1,transmission
2026-01-26,WO-260126-00053,LAV,LAV-0013,maritime,high,MEB,2510-01-623-5386,feed chute (LAV),2,weapons
2026-01-26,WO-260126-00054,LAV,LAV-0072,maritime,high,MEB,2520-01-255-1799,wheel stud (LAV),2,wheels
2026-01-26,WO-260126-00055,LAV,LAV-0073,maritime,high,MEB,1015-01-915-2481,battery 6TL (LAV),4,electrical
2026-01-26,WO-260126-00056,LAV,LAV-0087,maritime,high,MEB,1240-01-558-1822,voltage regulator (LAV),1,electrical
2026-01-26,WO-260126-00057,LAV,LAV-0016,maritime,high,MEB,2815-01-865-9588,EGR valve (LAV),1,engine
2026-01-26,WO-260126-00058,LAV,LAV-0001,maritime,high,MEB,5305-01-244-3433,shift solenoid (LAV),1,transmission
2026-01-26,WO-260126-00059,LAV,LAV-0077,maritime,high,MEB,2805-01-007-6922,shift solenoid (LAV),1,transmission
2026-01-26,WO-260126-00060,LAV,LAV-0088,maritime,high,MEB,4720-01-087-6401,battery 6TL (LAV),5,electrical
2026-01-26,WO-260126-00061,LAV,LAV-0003,maritime,high,MEB,2805-01-517-4045,ignition coil (LAV),1,electrical
2026-01-26,WO-260126-00062,LAV,LAV-0074,maritime,high,MEB,1240-01-420-8187,firing pin (LAV),2,weapons
2026-01-26,WO-260126-00063,LAV,LAV-0067,maritime,high,MEB,2815-01-840-6934,wheel bearing (LAV),3,wheels
2026-01-26,WO-260126-00064,LAV,LAV-0071,maritime,high,MEB,6135-01-983-9677,firing pin (LAV),2,weapons
2026-01-26,WO-260126-00065,LAV,LAV-0046,maritime,high,MEB,2930-01-062-8381,drive shaft U-joint (LAV),2,transmission
2026-01-26,WO-260126-00066,JLTV,JLTV-0197,maritime,high,MEB,1240-01-046-2152,armor panel kit (JLTV),11,armor
2026-01-26,WO-260126-00067,JLTV,JLTV-0055,maritime,high,MEB,2510-01-751-7744,leaf spring (JLTV),3,suspension
2026-01-26,WO-260126-00068,JLTV,JLTV-0273,maritime,high,MEB,2920-01-810-4979,fuel injector (JLTV),16,engine
2026-01-26,WO-260126-00069,JLTV,JLTV-0314,maritime,high,MEB,2930-01-221-1612,water pump (JLTV),1,engine
2026-01-26,WO-260126-00070,JLTV,JLTV-0092,maritime,high,MEB,6135-01-565-1912,water pump (JLTV),1,engine
2026-01-26,WO-260126-00071,JLTV,JLTV-0162,maritime,high,MEB,1015-01-699-7966,voltage regulator (JLTV),4,electrical
2026-01-26,WO-260126-00072,JLTV,JLTV-0256,maritime,high,MEB,5305-01-456-7927,tire valve stem (JLTV),10,tires
2026-01-26,WO-260126-00073,JLTV,JLTV-0073,maritime,high,MEB,2805-01-781-7695,ballistic glass insert (JLTV),6,armor
2026-01-26,WO-260126-00074,JLTV,JLTV-0075,maritime,high,MEB,1015-01-358-0233,underbody armor plate (JLTV),16,armor
2026-01-26,WO-260126-00075,JLTV,JLTV-0309,maritime,high,MEB,2805-01-973-6186,armor panel kit (JLTV),3,armor
2026-01-26,WO-260126-00076,JLTV,JLTV-0215,maritime,high,MEB,4720-01-244-1105,underbody armor plate (JLTV),13,armor
2026-01-26,WO-260126-00077,JLTV,JLTV-0162,maritime,high,MEB,2520-01-938-3234,ballistic glass insert (JLTV),13,armor
2026-01-26,WO-260126-00078,JLTV,JLTV-0093,maritime,high,MEB,2930-01-616-5419,radial tire 395/85R20 (JLTV),10,tires
2026-01-26,WO-260126-00079,JLTV,JLTV-0392,maritime,high,MEB,2930-01-044-3002,transmission filter (JLTV),8,transmission
2026-01-26,WO-260126-00080,JLTV,JLTV-0394,maritime,high,MEB,6135-01-115-9685,fuel pump (JLTV),14,engine
2026-01-26,WO-260126-00081,JLTV,JLTV-0343,maritime,high,MEB,2930-01-018-2865,voltage regulator (JLTV),24,electrical
2026-01-26,WO-260126-00082,JLTV,JLTV-0205,maritime,high,MEB,2805-01-893-6657,drive shaft U-joint (JLTV),11,transmission
2026-01-26,WO-260126-00083,JLTV,JLTV-0242,maritime,high,MEB,2520-01-867-1430,ball joint (JLTV),6,suspension
2026-01-26,WO-260126-00084,JLTV,JLTV-0148,maritime,high,MEB,6135-01-116-7829,armor panel kit (JLTV),22,armor
2026-01-26,WO-260126-00085,JLTV,JLTV-0044,maritime,high,MEB,2920-01-749-4566,wheel bearing (JLTV),6,tires
2026-01-26,WO-260126-00086,JLTV,JLTV-0361,maritime,high,MEB,2815-01-387-9595,clutch pack (JLTV),4,transmission
2026-01-26,WO-260126-00087,JLTV,JLTV-0266,maritime,high,MEB,5340-01-619-6425,clutch pack (JLTV),15,transmission
2026-01-26,WO-260126-00088,JLTV,JLTV-0293,maritime,high,MEB,5895-01-079-0488,water pump (JLTV),5,engine
2026-01-26,WO-260126-00089,JLTV,JLTV-0379,maritime,high,MEB,2920-01-663-9435,shock absorber (JLTV),10,suspension
2026-01-26,WO-260126-00090,JLTV,JLTV-0093,maritime,high,MEB,2920-01-397-7655,tire pressure sensor (JLTV),9,tires
2026-01-26,WO-260126-00091,JLTV,JLTV-0321,maritime,high,MEB,2815-01-791-1435,voltage regulator (JLTV),10,electrical
2026-01-26,WO-260126-00092,JLTV,JLTV-0040,maritime,high,MEB,2540-01-459-6148,control arm bushing (JLTV),6,suspension
2026-01-26,WO-260126-00093,JLTV,JLTV-0405,maritime,high,MEB,2540-01-391-4549,ballistic glass insert (JLTV),11,armor
2026-01-26,WO-260126-00094,JLTV,JLTV-0040,maritime,high,MEB,1015-01-317-2502,starter motor (JLTV),5,engine
2026-01-26,WO-260126-00095,JLTV,JLTV-0055,maritime,high,MEB,2815-01-927-6267,clutch pack (JLTV),3,transmission
2026-01-26,WO-260126-00096,JLTV,JLTV-0009,maritime,high,MEB,2510-01-172-6579,turbocharger (JLTV),9,engine
2026-01-26,WO-260126-00097,JLTV,JLTV-0338,maritime,high,MEB,2930-01-114-7906,turbocharger (JLTV),5,engine
2026-01-26,WO-260126-00098,JLTV,JLTV-0286,maritime,high,MEB,5340-01-493-8379,ball joint (JLTV),12,suspension
2026-01-26,WO-260126-00099,JLTV,JLTV-0099,maritime,high,MEB,5895-01-843-9996,armor panel kit (JLTV),14,armor
2026-01-26,WO-260126-00100,JLTV,JLTV-0107,maritime,high,MEB,5895-01-031-1604,starter motor (JLTV),10,engine
2026-01-26,WO-260126-00101,JLTV,JLTV-0364,maritime,high,MEB,5340-01-478-2923,cylinder head gasket (JLTV),12,engine
2026-01-26,WO-260126-00102,JLTV,JLTV-0294,maritime,high,MEB,2815-01-762-6652,cylinder head gasket (JLTV),5,engine
2026-01-26,WO-260126-00103,M88A2,M88A2-0006,maritime,high,MEB,1240-01-957-8759,torsion bar (M88A2),1,tracks
2026-01-26,WO-260126-00104,M88A2,M88A2-0008,maritime,high,MEB,5340-01-066-2423,water pump (M88A2),1,engine
2026-01-26,WO-260126-00105,M88A2,M88A2-0009,maritime,high,MEB,2805-01-066-1716,boom pivot pin (M88A2),1,boom
2026-01-26,WO-260126-00106,M88A2,M88A2-0011,maritime,high,MEB,2520-01-686-3491,winch cable 200ft (M88A2),1,winch
2026-01-26,WO-260126-00107,M88A2,M88A2-0008,maritime,high,MEB,2930-01-479-4409,battery 6TL (M88A2),2,electrical
2026-01-26,WO-260126-00108,M88A2,M88A2-0007,maritime,high,MEB,2815-01-810-4742,voltage regulator (M88A2),2,electrical
2026-01-26,WO-260126-00109,M88A2,M88A2-0014,maritime,high,MEB,2930-01-489-9259,boom hydraulic ram (M88A2),1,boom
2026-01-26,WO-260126-00110,M88A2,M88A2-0002,maritime,high,MEB,6135-01-211-1537,fuel pump (M88A2),1,engine
2026-01-26,WO-260126-00111,M88A2,M88A2-0010,maritime,high,MEB,2805-01-541-2552,track pin (M88A2),1,tracks
2026-01-26,WO-260126-00112,M88A2,M88A2-0009,maritime,high,MEB,6135-01-526-8120,drive sprocket (M88A2),1,tracks
2026-01-26,WO-260126-00113,HMMWV,HMMWV-0238,maritime,high,MEB,4720-01-978-2672,radial tire 395/85R20 (HMMWV),1,tires
2026-01-26,WO-260126-00114,HMMWV,HMMWV-0153,maritime,high,MEB,2930-01-431-9106,ABS sensor (HMMWV),3,brakes
2026-01-26,WO-260126-00115,HMMWV,HMMWV-0229,maritime,high,MEB,2520-01-347-2827,radial tire 395/85R20 (HMMWV),9,tires
2026-01-26,WO-260126-00116,HMMWV,HMMWV-0248,maritime,high,MEB,2805-01-982-1971,wheel bearing (HMMWV),2,tires
2026-01-26,WO-260126-00117,HMMWV,HMMWV-0030,maritime,high,MEB,2510-01-814-9030,master cylinder (HMMWV),8,brakes
2026-01-26,WO-260126-00118,HMMWV,HMMWV-0371,maritime,high,MEB,2540-01-913-5154,torque converter (HMMWV),5,transmission
2026-01-26,WO-260126-00119,HMMWV,HMMWV-0321,maritime,high,MEB,4720-01-983-2587,ball joint (HMMWV),7,suspension
2026-01-26,WO-260126-00120,HMMWV,HMMWV-0081,maritime,high,MEB,2520-01-212-4381,wheel bearing (HMMWV),2,tires
2026-01-26,WO-260126-00121,HMMWV,HMMWV-0180,maritime,high,MEB,1015-01-374-1231,EGR valve (HMMWV),2,engine
2026-01-26,WO-260126-00122,HMMWV,HMMWV-0052,maritime,high,MEB,2540-01-754-9512,transfer case seal (HMMWV),8,transmission
2026-01-26,WO-260126-00123,HMMWV,HMMWV-0333,maritime,high,MEB,2805-01-581-2257,leaf spring (HMMWV),7,suspension
2026-01-26,WO-260126-00124,HMMWV,HMMWV-0042,maritime,high,MEB,1015-01-994-1775,brake pad set (HMMWV),15,brakes
2026-01-26,WO-260126-00125,HMMWV,HMMWV-0072,maritime,high,MEB,1240-01-798-9791,EGR valve (HMMWV),3,engine
2026-01-26,WO-260126-00126,HMMWV,HMMWV-0355,maritime,high,MEB,1240-01-114-2346,torque converter (HMMWV),5,transmission
2026-01-26,WO-260126-00127,HMMWV,HMMWV-0121,maritime,high,MEB,2815-01-818-7605,shock absorber (HMMWV),1,suspension
2026-01-26,WO-260126-00128,HMMWV,HMMWV-0241,maritime,high,MEB,2930-01-183-8254,tire pressure sensor (HMMWV),4,tires
2026-01-26,WO-260126-00129,HMMWV,HMMWV-0083,maritime,high,MEB,1240-01-771-0427,tire valve stem (HMMWV),3,tires
2026-01-26,WO-260126-00130,HMMWV,HMMWV-0034,maritime,high,MEB,1015-01-627-0272,radial tire 395/85R20 (HMMWV),1,tires
2026-01-26,WO-260126-00131,HMMWV,HMMWV-0231,maritime,high,MEB,1015-01-918-3608,oil cooler (HMMWV),6,engine
2026-01-26,WO-260126-00132,HMMWV,HMMWV-0195,maritime,high,MEB,2930-01-066-8465,wiring harness (HMMWV),20,electrical
2026-01-26,WO-260126-00133,HMMWV,HMMWV-0266,maritime,high,MEB,1240-01-124-0868,shock absorber (HMMWV),5,suspension
2026-01-26,WO-260126-00134,HMMWV,HMMWV-0242,maritime,high,MEB,5340-01-298-6938,transmission filter (HMMWV),10,transmission
2026-01-26,WO-260126-00135,HMMWV,HMMWV-0360,maritime,high,MEB,2805-01-140-7768,lug nut set (HMMWV),7,tires
2026-01-26,WO-260126-00136,HMMWV,HMMWV-0099,maritime,high,MEB,1240-01-811-0409,clutch pack (HMMWV),9,transmission
2026-01-26,WO-260126-00137,HMMWV,HMMWV-0136,maritime,high,MEB,4720-01-832-4651,water pump (HMMWV),5,engine
2026-01-26,WO-260126-00138,HMMWV,HMMWV-0307,maritime,high,MEB,2930-01-529-3465,water pump (HMMWV),7,engine
2026-01-26,WO-260126-00139,HMMWV,HMMWV-0180,maritime,high,MEB,2920-01-041-1366,brake line (HMMWV),4,brakes
2026-01-26,WO-260126-00140,HMMWV,HMMWV-0008,maritime,high,MEB,5895-01-632-1243,wiring harness (HMMWV),10,electrical
2026-01-26,WO-260126-00141,HMMWV,HMMWV-0104,maritime,high,MEB,6135-01-540-6946,brake caliper (HMMWV),12,brakes
2026-01-26,WO-260126-00142,HMMWV,HMMWV-0099,maritime,high,MEB,2920-01-185-3728,control arm bushing (HMMWV),6,suspension
2026-01-26,WO-260126-00143,HMMWV,HMMWV-0245,maritime,high,MEB,5340-01-850-4697,leaf spring (HMMWV),4,suspension
2026-01-26,WO-260126-00144,HMMWV,HMMWV-0011,maritime,high,MEB,2520-01-463-4970,radial tire 395/85R20 (HMMWV),7,tires
2026-01-26,WO-260126-00145,HMMWV,HMMWV-0328,maritime,high,MEB,1015-01-711-6478,tie-rod end (HMMWV),5,suspension
2026-01-26,WO-260126-00146,HMMWV,HMMWV-0143,maritime,high,MEB,5895-01-998-5204,ball joint (HMMWV),14,suspension
2026-01-26,WO-260126-00147,HMMWV,HMMWV-0362,maritime,high,MEB,2920-01-356-4725,wheel bearing (HMMWV),2,tires
2026-01-26,WO-260126-00148,HMMWV,HMMWV-0044,maritime,high,MEB,2540-01-353-5231,shift solenoid (HMMWV),5,transmission
2026-01-26,WO-260126-00149,HMMWV,HMMWV-0370,maritime,high,MEB,2510-01-174-1762,transfer case seal (HMMWV),14,transmission
2026-01-26,WO-260126-00150,HMMWV,HMMWV-0132,maritime,high,MEB,5305-01-030-9864,transmission filter (HMMWV),5,transmission
2026-01-26,WO-260126-00151,HMMWV,HMMWV-0194,maritime,high,MEB,2805-01-740-4177,ball joint (HMMWV),2,suspension
2026-01-26,WO-260126-00152,HMMWV,HMMWV-0112,maritime,high,MEB,5340-01-866-8607,drive shaft U-joint (HMMWV),6,transmission
2026-01-26,WO-260126-00153,HMMWV,HMMWV-0115,maritime,high,MEB,2920-01-229-8395,headlight assembly (HMMWV),4,electrical
2026-01-26,WO-260126-00154,HMMWV,HMMWV-0329,maritime,high,MEB,2920-01-435-7562,brake caliper (HMMWV),7,brakes
2026-01-26,WO-260126-00155,HMMWV,HMMWV-0321,maritime,high,MEB,2920-01-164-0395,voltage regulator (HMMWV),5,electrical
2026-01-26,WO-260126-00156,HMMWV,HMMWV-0003,maritime,high,MEB,2930-01-359-0792,battery 6TL (HMMWV),18,electrical
2026-01-26,WO-260126-00157,HMMWV,HMMWV-0308,maritime,high,MEB,5305-01-495-4204,headlight assembly (HMMWV),19,electrical
2026-01-26,WO-260126-00158,HMMWV,HMMWV-0283,maritime,high,MEB,2930-01-757-1388,drive shaft U-joint (HMMWV),3,transmission
2026-01-26,WO-260126-00159,HMMWV,HMMWV-0181,maritime,high,MEB,2520-01-002-8588,tire pressure sensor (HMMWV),15,tires
2026-01-26,WO-260126-00160,HMMWV,HMMWV-0264,maritime,high,MEB,2930-01-843-7698,tie-rod end (HMMWV),7,suspension
2026-01-26,WO-260126-00161,HMMWV,HMMWV-0338,maritime,high,MEB,2805-01-107-2368,transfer case seal (HMMWV),10,transmission
2026-01-26,WO-260126-00162,HMMWV,HMMWV-0105,maritime,high,MEB,2920-01-246-0451,shock absorber (HMMWV),4,suspension
2026-01-26,WO-260126-00163,HMMWV,HMMWV-0221,maritime,high,MEB,2805-01-786-6170,master cylinder (HMMWV),3,brakes
2026-01-26,WO-260126-00164,HMMWV,HMMWV-0336,maritime,high,MEB,4720-01-008-6506,battery 6TL (HMMWV),12,electrical
2026-01-26,WO-260126-00165,HMMWV,HMMWV-0260,maritime,high,MEB,5340-01-453-9594,master cylinder (HMMWV),4,brakes
2026-01-26,WO-260126-00166,HMMWV,HMMWV-0149,maritime,high,MEB,2540-01-728-9564,cylinder head gasket (HMMWV),5,engine
2026-01-26,WO-260126-00167,HMMWV,HMMWV-0300,maritime,high,MEB,2930-01-671-9226,water pump (HMMWV),5,engine
2026-01-27,WO-260127-00168,MTVR,MTVR-0035,maritime,high,MEB,2510-01-489-2578,brake rotor (MTVR),3,brakes
2026-01-27,WO-260127-00169,MTVR,MTVR-0024,maritime,high,MEB,2510-01-666-7721,high-pressure hose (MTVR),9,hydraulics
2026-01-27,WO-260127-00170,MTVR,MTVR-0290,maritime,high,MEB,2540-01-382-3157,tire pressure sensor (MTVR),5,tires
2026-01-27,WO-260127-00171,MTVR,MTVR-0130,maritime,high,MEB,2510-01-836-5557,high-pressure hose (MTVR),1,hydraulics
2026-01-27,WO-260127-00172,MTVR,MTVR-0259,maritime,high,MEB,6135-01-101-5325,clutch pack (MTVR),2,transmission
2026-01-27,WO-260127-00173,MTVR,MTVR-0099,maritime,high,MEB,5895-01-756-8588,clutch pack (MTVR),2,transmission
2026-01-27,WO-260127-00174,MTVR,MTVR-0010,maritime,high,MEB,5340-01-121-9390,reservoir cap (MTVR),4,hydraulics
2026-01-27,WO-260127-00175,MTVR,MTVR-0306,maritime,high,MEB,4720-01-395-4466,brake caliper (MTVR),8,brakes
2026-01-27,WO-260127-00176,MTVR,MTVR-0190,maritime,high,MEB,2805-01-304-5515,ABS sensor (MTVR),8,brakes
2026-01-27,WO-260127-00177,MTVR,MTVR-0288,maritime,high,MEB,1240-01-447-5454,master cylinder (MTVR),15,brakes
2026-01-27,WO-260127-00178,MTVR,MTVR-0174,maritime,high,MEB,2920-01-394-5354,wiring harness (MTVR),11,electrical
2026-01-27,WO-260127-00179,MTVR,MTVR-0118,maritime,high,MEB,2510-01-509-1086,brake pad set (MTVR),8,brakes
2026-01-27,WO-260127-00180,MTVR,MTVR-0081,maritime,high,MEB,2520-01-813-3214,transfer case seal (MTVR),10,transmission
2026-01-27,WO-260127-00181,MTVR,MTVR-0002,maritime,high,MEB,2520-01-939-8471,brake pad set (MTVR),5,brakes
2026-01-27,WO-260127-00182,MTVR,MTVR-0302,maritime,high,MEB,1015-01-131-5267,transmission filter (MTVR),2,transmission
2026-01-27,WO-260127-00183,MTVR,MTVR-0302,maritime,high,MEB,2815-01-556-2498,headlight assembly (MTVR),18,electrical
2026-01-27,WO-260127-00184,MTVR,MTVR-0092,maritime,high,MEB,2805-01-686-0165,lug nut set (MTVR),7,tires
2026-01-27,WO-260127-00185,MTVR,MTVR-0207,maritime,high,MEB,2510-01-432-0204,ABS sensor (MTVR),10,brakes
2026-01-27,WO-260127-00186,MTVR,MTVR-0058,maritime,high,MEB,2540-01-428-0563,brake line (MTVR),6,brakes
2026-01-27,WO-260127-00187,MTVR,MTVR-0255,maritime,high,MEB,1240-01-546-5686,wheel bearing (MTVR),3,tires
2026-01-27,WO-260127-00188,MTVR,MTVR-0091,maritime,high,MEB,2540-01-351-8514,headlight assembly (MTVR),9,electrical
2026-01-27,WO-260127-00189,MTVR,MTVR-0195,maritime,high,MEB,2805-01-780-2990,tire valve stem (MTVR),7,tires
2026-01-27,WO-260127-00190,MTVR,MTVR-0032,maritime,high,MEB,5340-01-848-9580,hydraulic filter (MTVR),5,hydraulics
2026-01-27,WO-260127-00191,MTVR,MTVR-0287,maritime,high,MEB,2815-01-020-3391,fuel pump (MTVR),8,engine
2026-01-27,WO-260127-00192,MTVR,MTVR-0087,maritime,high,MEB,2920-01-384-1318,alternator (MTVR),7,engine
2026-01-27,WO-260127-00193,MTVR,MTVR-0094,maritime,high,MEB,2920-01-285-0146,water pump (MTVR),7,engine
2026-01-27,WO-260127-00194,MTVR,MTVR-0269,maritime,high,MEB,2920-01-524-7642,hydraulic pump (MTVR),6,hydraulics
2026-01-27,WO-260127-00195,MTVR,MTVR-0207,maritime,high,MEB,2520-01-318-7485,brake caliper (MTVR),18,brakes
2026-01-27,WO-260127-00196,MTVR,MTVR-0084,maritime,high,MEB,2805-01-124-3931,hydraulic filter (MTVR),7,hydraulics
2026-01-27,WO-260127-00197,MTVR,MTVR-0185,maritime,high,MEB,6135-01-537-1664,actuator cylinder (MTVR),4,hydraulics
2026-01-27,WO-260127-00198,MTVR,MTVR-0108,maritime,high,MEB,1015-01-394-5081,brake pad set (MTVR),8,brakes
2026-01-27,WO-260127-00199,MTVR,MTVR-0172,maritime,high,MEB,4720-01-670-7503,hydraulic filter (MTVR),6,hydraulics
2026-01-27,WO-260127-00200,MTVR,MTVR-0025,maritime,high,MEB,2815-01-184-0030,headlight assembly (MTVR),2,electrical
2026-01-27,WO-260127-00201,MTVR,MTVR-0040,maritime,high,MEB,2930-01-671-5184,torque converter (MTVR),4,transmission
2026-01-27,WO-260127-00202,LAV,LAV-0016,maritime,high,MEB,1240-01-908-2286,ignition coil (LAV),3,electrical
2026-01-27,WO-260127-00203,LAV,LAV-0074,maritime,high,MEB,5340-01-486-4362,EGR valve (LAV),2,engine
2026-01-27,WO-260127-00204,LAV,LAV-0042,maritime,high,MEB,4720-01-241-9888,voltage regulator (LAV),2,electrical
2026-01-27,WO-260127-00205,LAV,LAV-0006,maritime,high,MEB,6135-01-811-2064,turret drive motor (LAV),3,turret
2026-01-27,WO-260127-00206,LAV,LAV-0089,maritime,high,MEB,1015-01-370-9876,shift solenoid (LAV),2,transmission
2026-01-27,WO-260127-00207,LAV,LAV-0026,maritime,high,MEB,2510-01-507-7842,turret bearing race (LAV),1,turret
2026-01-27,WO-260127-00208,LAV,LAV-0008,maritime,high,MEB,2805-01-246-1340,turret drive motor (LAV),2,turret
